期別,開獎日,銷售金額,獎金總額,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號,頭獎注數,頭獎獎金,頭獎累至次期獎金,貳獎注數,參獎注數,肆獎注數,伍獎注數,陸獎注數,柒獎注數,普獎注數,貳獎獎金,參獎獎金,肆獎獎金,伍獎獎金,陸獎獎金,柒獎獎金,普獎獎金,貳獎累至次期獎金,參獎累至次期獎金,肆獎累至次期獎金
110000061,110/06/29,"71,746,400","56,721,969",23,38,25,1,30,45,14,0,0,"34,136,251",0,16,46,"1,121","1,554","15,923","21,397",0,"93,861","20,987","2,000","1,000",400,400,"1,394,508",0,0
110000060,110/06/25,"73,013,200","40,887,392",4,37,1,38,41,9,40,0,0,"16,543,985",1,19,58,"1,321","1,727","16,816","24,041","1,311,413","74,331","15,653","2,000","1,000",400,400,0,0,0
110000059,110/06/22,"95,667,150","393,248,628",45,43,27,17,48,14,41,1,"364,220,907",0,1,25,56,"1,432","1,870","19,873","27,391","1,945,710","83,815","24,054","2,000","1,000",400,400,0,0,0
110000058,110/06/18,"102,028,350","376,321,652",18,43,22,41,2,25,14,0,0,"339,675,024",2,29,109,"1,978","2,502","25,908","32,853","1,779,638","65,591","11,218","2,000","1,000",400,400,0,0,0
110000057,110/06/15,"95,535,800","348,273,411",9,11,34,45,41,23,49,0,0,"317,392,774",0,27,65,"1,647","2,069","21,249","30,132",0,"71,515","19,097","2,000","1,000",400,400,"1,793,002",0,0
110000056,110/06/11,"94,803,300","327,754,640",7,27,44,23,9,16,46,0,0,"294,773,363",1,43,82,"1,949","2,306","22,363","33,545","1,593,972","39,920","13,457","2,000","1,000",400,400,0,0,0
110000055,110/06/08,"87,159,350","304,405,066",36,6,38,26,4,47,43,0,0,"274,664,792",1,22,63,"1,558","1,884","19,188","28,500","2,820,659","78,699","17,667","2,000","1,000",400,400,0,0,0
110000054,110/06/04,"86,061,650","287,275,614",28,32,24,41,7,8,10,0,0,"254,382,883",0,24,87,"1,704","2,703","27,164","31,393",0,"54,427","9,652","2,000","1,000",400,400,"1,212,947",0,0
110000053,110/06/01,"79,730,150","266,301,134",26,41,9,1,2,35,46,0,0,"239,081,090",1,37,68,"1,633","1,655","17,030","29,153","1,381,554","40,211","14,065","2,000","1,000",400,400,0,0,0
110000070,110/07/30,"101,027,250","234,886,949",2,46,43,29,19,15,23,0,0,"201,889,198",1,35,72,"1,645","2,521","24,795","30,233","1,868,948","57,506","17,970","2,000","1,000",400,400,0,0,0
110000069,110/07/27,"97,688,450","213,976,666",3,46,43,42,30,28,15,0,0,"178,311,689",3,31,65,"1,611","2,160","21,902","29,465","2,142,284","64,979","19,922","2,000","1,000",400,400,0,0,0
110000068,110/07/23,"90,403,050","193,112,722",38,31,7,15,24,23,9,0,0,"154,714,769",0,49,124,"1,943","3,059","29,582","32,207",0,"27,093","6,882","2,000","1,000",400,400,"4,556,365",0,0
110000067,110/07/20,"87,073,000","169,313,630",32,8,49,1,44,41,23,0,0,"139,163,381",0,27,88,"1,484","2,094","21,415","25,871",0,"64,256","12,673","2,000","1,000",400,400,"3,323,633",0,0
110000066,110/07/16,"85,372,400","145,043,010",39,16,19,13,17,44,42,0,0,"118,840,108",0,17,44,"1,303","1,821","17,607","24,976",0,"108,493","26,947","2,000","1,000",400,400,"1,712,642",0,0
110000065,110/07/13,"77,473,450","124,740,354",33,9,14,48,17,23,4,0,0,"97,234,466",1,32,80,"1,477","2,123","21,797","25,561","1,258,720","42,360","10,892","2,000","1,000",400,400,0,0,0
110000064,110/07/09,"79,796,100","110,822,645",29,3,13,27,26,24,9,0,0,"81,355,222",2,22,97,"1,395","2,560","26,035","25,907","603,168","59,051","8,609","2,000","1,000",400,400,0,0,0
110000063,110/07/06,"76,794,650","92,907,358",42,25,44,19,32,13,2,0,0,"66,136,829",1,23,67,"1,206","1,711","18,305","21,935","3,931,138","69,348","15,304","2,000","1,000",400,400,0,0,0
110000062,110/07/02,"77,381,950","78,864,651",29,4,25,9,11,27,22,0,0,"47,452,306",0,42,101,"1,987","2,396","21,599","30,213",0,"27,065","7,235","2,000","1,000",400,400,"2,450,048",0,0
110000079,110/08/31,"101,978,950","57,108,212",43,23,49,7,14,47,48,0,0,"22,970,177",0,42,100,"1,807","2,699","24,309","32,648",0,"46,687","12,605","2,000","1,000",400,400,"1,820,806",0,0
110000078,110/08/27,"286,210,600","611,643,498",16,8,43,35,11,32,41,1,"513,969,065",0,5,133,256,"5,682","6,487","64,596","100,607","992,494","40,181","13,420","2,000","1,000",400,400,0,0,0
110000077,110/08/24,"265,428,850","540,088,355",36,1,41,17,40,5,38,0,0,"451,365,562",2,89,224,"4,614","6,523","65,942","83,606","2,374,773","57,470","14,679","2,000","1,000",400,400,0,0,0
110000076,110/08/20,"191,937,500","460,142,697",3,6,18,11,13,37,46,0,0,"391,448,199",1,75,141,"3,972","4,331","42,740","67,489","6,449,282","47,710","16,314","2,000","1,000",400,400,0,0,0
110000075,110/08/17,"167,696,300","403,997,951",33,11,29,41,2,44,40,0,0,"349,531,111",0,66,103,"2,991","3,717","36,591","53,683",0,"51,016","21,015","2,000","1,000",400,400,"3,126,586",0,0
110000074,110/08/13,"140,148,700","358,675,512",19,5,41,33,6,24,3,0,0,"310,088,023",2,54,107,"2,647","3,361","36,178","47,247","1,184,893","47,260","15,332","2,000","1,000",400,400,0,0,0
110000073,110/08/10,"128,894,900","325,619,782",16,1,3,17,24,25,46,0,0,"280,192,240",2,58,104,"2,564","2,836","28,742","44,255","2,118,816","42,263","15,152","2,000","1,000",400,400,0,0,0
110000072,110/08/06,"108,947,150","287,743,279",39,32,3,29,4,15,38,0,0,"251,477,198",0,35,92,"1,950","2,418","25,141","36,150",0,"60,352","14,760","2,000","1,000",400,400,"1,961,440",0,0
110000071,110/08/03,"106,650,300","261,613,366",27,17,30,42,38,44,24,0,0,"226,732,875",1,22,80,"1,782","2,519","25,500","32,860","1,969,315","96,400","17,042","2,000","1,000",400,400,0,0,0
110000087,110/09/28,"132,878,250","77,193,738",27,36,24,47,23,49,40,0,0,"31,173,628",0,50,92,"2,385","2,900","29,204","42,609",0,"53,223","18,595","2,000","1,000",400,400,"5,252,998",0,0
110000086,110/09/24,"167,054,550","321,012,156",4,10,39,42,21,30,22,1,"262,556,581",0,0,91,121,"3,775","3,951","39,904","58,223",0,"32,922","15,916","2,000","1,000",400,400,"2,781,918",0,0
110000085,110/09/21,"198,049,250","294,488,053",34,28,31,2,16,13,21,0,0,"227,461,608",5,71,194,"3,574","4,876","49,347","64,078","695,676","52,759","12,412","2,000","1,000",400,400,0,0,0
110000084,110/09/17,"173,195,550","241,031,297",35,18,12,45,37,7,44,0,0,"183,580,473",2,57,112,"3,330","3,646","38,361","57,803","1,567,082","59,214","19,373","2,000","1,000",400,400,0,0,0
110000083,110/09/14,"163,948,700","208,671,137",13,18,40,41,9,22,49,0,0,"144,041,789",2,133,158,"4,163","3,604","35,915","54,749","5,708,972","22,955","12,422","2,000","1,000",400,400,0,0,0
110000082,110/09/10,"160,981,100","169,641,912",28,1,16,41,5,15,44,0,0,"108,276,938",0,56,135,"3,148","3,934","38,921","55,320",0,"52,778","14,074","2,000","1,000",400,400,"8,582,927",0,0
110000081,110/09/07,"137,431,100","124,454,776",27,48,45,4,20,26,37,0,0,"73,654,065",0,54,127,"2,769","3,419","32,807","46,811",0,"46,870","12,811","2,000","1,000",400,400,"5,838,431",0,0
110000080,110/09/03,"96,269,650","78,701,987",18,21,24,32,41,1,12,0,0,"44,005,148",0,30,71,"1,600","2,687","26,888","29,041",0,"59,855","16,258","2,000","1,000",400,400,"3,488,212",0,0
110000096,110/10/29,"88,201,600","133,008,828",42,2,17,36,9,28,46,1,"100,000,000",0,0,52,74,"2,111","2,015","19,309","33,426",0,"29,698","13,416","2,000","1,000",400,400,"3,140,709",0,0
110000095,110/10/26,"87,322,000","127,369,810",26,49,21,18,47,14,30,1,"100,000,000",0,0,23,53,"1,430","1,874","19,092","25,682",0,"79,911","22,293","2,000","1,000",400,400,"1,706,686",0,0
110000094,110/10/22,"85,186,650","72,692,392",25,13,46,27,38,8,12,0,0,"39,782,794",1,39,88,"1,696","2,477","24,043","29,844","3,153,514","36,401","10,370","2,000","1,000",400,400,0,0,0
110000093,110/10/19,"90,310,500","50,573,880",39,21,35,26,47,20,16,0,0,"23,152,601",0,14,50,"1,324","1,869","19,707","24,848",0,"141,174","25,411","2,000","1,000",400,400,"1,835,267",0,0
110000092,110/10/15,"118,223,850","208,340,050",37,2,26,21,25,12,10,2,"82,211,046",0,1,52,133,"2,452","3,814","34,934","40,835","1,766,684","36,588","9,196","2,000","1,000",400,400,0,0,0
110000091,110/10/12,"121,293,300","187,200,066",26,28,31,14,1,6,30,0,0,"142,134,694",2,52,109,"2,472","3,085","30,430","42,411","2,181,352","41,406","12,698","2,000","1,000",400,400,0,0,0
110000090,110/10/08,"128,872,650","159,266,183",18,19,37,44,34,20,10,0,0,"116,912,439",0,34,102,"2,030","3,085","33,033","38,627",0,"74,858","16,041","2,000","1,000",400,400,"2,363,379",0,0
110000089,110/10/05,"126,040,450","129,961,485",46,23,47,3,11,1,45,0,0,"87,097,499",1,41,112,"2,391","2,879","28,592","44,204","2,197,211","57,712","13,581","2,000","1,000",400,400,0,0,0
110000088,110/10/01,"130,938,200","109,752,018",49,22,2,9,16,41,7,0,0,"59,378,833",1,41,121,"2,227","3,512","35,676","41,731","7,488,776","58,725","12,792","2,000","1,000",400,400,0,0,0
110000105,110/11/30,"99,283,000","220,513,113",9,26,10,31,49,40,8,0,0,"180,650,574",1,24,105,"1,842","2,744","28,521","31,772","6,436,211","73,072","10,737","2,000","1,000",400,400,0,0,0
110000104,110/11/26,"92,442,900","194,931,107",15,30,10,21,16,22,14,0,0,"160,106,885",0,34,78,"1,684","2,308","22,439","31,346",0,"50,601","14,179","2,000","1,000",400,400,"4,807,748",0,0
110000103,110/11/23,"90,783,900","171,876,198",13,32,7,37,33,6,42,0,0,"139,952,906",0,34,68,"1,658","2,078","20,275","30,835",0,"51,472","16,544","2,000","1,000",400,400,"3,210,177",0,0
110000102,110/11/19,"91,901,400","150,920,050",16,36,17,15,23,13,29,0,0,"119,452,100",0,29,87,"1,605","2,262","23,996","30,020",0,"58,863","12,613","2,000","1,000",400,400,"1,585,114",0,0
110000101,110/11/16,"90,721,500","132,117,841",23,34,6,44,43,41,38,0,0,"99,455,266",1,30,74,"1,565","2,074","21,567","28,031","4,656,877","60,108","15,665","2,000","1,000",400,400,0,0,0
110000100,110/11/12,"89,071,050","110,890,284",25,37,2,47,3,27,26,0,0,"78,331,378",0,34,86,"1,680","2,359","22,540","30,508",0,"47,232","12,004","2,000","1,000",400,400,"2,982,423",0,0
110000099,110/11/09,"88,305,450","90,158,010",9,14,20,42,39,26,5,0,0,"59,519,276",0,37,89,"1,605","2,426","23,928","28,255",0,"43,403","11,599","2,000","1,000",400,400,"1,491,220",0,0
110000098,110/11/05,"89,799,800","69,620,326",16,40,26,44,30,18,13,0,0,"40,706,958",1,24,60,"1,379","2,015","21,251","27,370","1,694,321","76,027","19,549","2,000","1,000",400,400,0,0,0
110000097,110/11/02,"88,442,400","52,668,453",17,1,12,43,37,21,47,0,0,"19,332,438",1,38,65,"1,760","2,148","20,100","30,609","4,673,158","43,429","16,321","2,000","1,000",400,400,0,0,0
110000114,110/12/31,"105,089,600","197,734,931",14,34,5,37,9,28,35,0,0,"160,031,387",1,42,107,"2,280","2,684","26,745","37,799","1,676,257","42,980","10,845","2,000","1,000",400,400,0,0,0
110000113,110/12/28,"95,452,150","174,969,044",11,1,2,21,8,45,16,0,0,"138,884,755",1,35,110,"2,328","2,702","25,327","36,957","1,376,804","42,363","8,665","2,000","1,000",400,400,0,0,0
110000112,110/12/24,"93,589,300","155,177,034",19,27,11,2,44,7,22,0,0,"121,515,840",1,42,90,"1,892","2,766","25,533","31,956","1,486,186","38,107","11,432","2,000","1,000",400,400,0,0,0
110000111,110/12/21,"82,579,500","130,894,780",27,44,31,48,5,4,33,0,0,"102,767,026",1,18,53,"1,335","1,857","19,270","24,948","3,150,066","93,451","20,403","2,000","1,000",400,400,0,0,0
110000110,110/12/17,"88,265,800","112,456,569",35,11,2,40,37,30,13,0,0,"83,062,164",0,28,88,"1,460","2,077","22,869","27,130",0,"61,080","12,493","2,000","1,000",400,400,"1,588,096",0,0
110000109,110/12/14,"89,660,300","92,745,552",30,14,7,21,36,27,43,0,0,"63,027,721",1,36,67,"1,670","2,020","19,570","30,079","1,624,360","48,591","16,784","2,000","1,000",400,400,0,0,0
110000108,110/12/10,"90,634,750","75,709,207",24,27,40,3,15,21,13,0,0,"42,535,784",1,28,64,"1,677","2,153","21,459","27,919","4,983,037","63,743","17,927","2,000","1,000",400,400,0,0,0
110000107,110/12/07,"88,833,300","51,357,947",43,44,21,30,19,48,8,0,0,"21,628,031",0,20,89,"1,406","2,027","20,806","25,524",0,"92,314","13,336","2,000","1,000",400,400,"3,325,716",0,0
110000106,110/12/03,"101,265,750","237,359,394",41,35,8,14,36,13,5,1,"200,977,734",0,0,56,110,"2,040","2,852","28,419","34,050",0,"30,986","10,141","2,000","1,000",400,400,"1,611,299",0,0
111000011,111/01/31,"297,457,700","235,649,428",14,33,43,44,32,4,49,0,0,"139,585,499",3,98,221,"5,057","6,706","66,588","92,826","1,863,132","61,421","17,509","2,000","1,000",400,400,0,0,0
111000010,111/01/30,"189,671,950","138,128,081",23,15,8,20,22,3,36,0,0,"69,073,116",3,77,219,"3,996","5,538","49,061","69,358","981,904","41,198","9,312","2,000","1,000",400,400,0,0,0
111000009,111/01/29,"153,718,600","90,441,068",1,23,34,2,20,26,19,0,0,"31,911,789",1,70,141,"3,084","3,836","38,820","54,084","6,888,245","38,916","12,420","2,000","1,000",400,400,0,0,0
111000008,111/01/28,"244,971,050","474,059,452",12,44,36,41,7,42,29,1,"391,861,738",0,0,68,216,"4,068","6,174","61,866","77,678",0,"69,028","13,970","2,000","1,000",400,400,"4,358,652",0,0
111000007,111/01/25,"139,144,100","387,473,742",15,10,35,27,2,9,44,0,0,"336,875,664",1,63,140,"2,924","3,264","32,187","49,809","4,546,493","40,011","11,574","2,000","1,000",400,400,0,0,0
111000006,111/01/21,"123,291,000","348,562,859",15,42,27,37,26,34,47,0,0,"307,347,222",0,40,89,"2,354","2,770","28,181","40,892",0,"59,387","17,158","2,000","1,000",400,400,"2,205,824",0,0
111000005,111/01/18,"123,585,650","322,912,516",19,48,33,35,22,38,11,0,0,"279,519,899",2,32,110,"2,079","3,339","32,299","37,340","2,073,324","74,058","13,849","2,000","1,000",400,400,0,0,0
111000004,111/01/14,"115,802,950","292,057,967",24,5,26,35,14,13,39,0,0,"251,758,501",0,62,115,"2,353","2,928","26,950","41,241",0,"33,802","11,715","2,000","1,000",400,400,"1,946,051",0,0
111000003,111/01/11,"116,919,750","270,493,316",49,36,17,13,10,11,41,0,0,"227,208,315",3,39,119,"2,192","3,216","30,636","41,141","1,206,770","52,346","11,028","2,000","1,000",400,400,0,0,0
111000002,111/01/07,"108,241,850","242,152,133",31,15,6,39,9,38,25,0,0,"203,293,622",0,34,118,"2,080","3,021","29,823","37,431",0,"54,626","10,118","2,000","1,000",400,400,"1,724,634",0,0
111000001,111/01/04,"108,721,050","220,915,175",7,4,19,43,3,22,36,0,0,"181,536,697",1,48,133,"2,272","2,995","28,197","39,600","1,704,689","38,246","8,873","2,000","1,000",400,400,0,0,0
111000026,111/02/25,"108,713,600","183,465,926",17,26,18,38,49,21,20,0,0,"146,842,308",0,31,78,"1,793","2,354","24,227","33,677",0,"71,756","18,333","2,000","1,000",400,400,"3,867,546",0,0
111000025,111/02/22,"101,461,600","154,870,221",22,3,37,21,40,34,5,0,0,"120,784,335",0,31,87,"1,733","2,457","26,109","31,823",0,"62,599","14,339","2,000","1,000",400,400,"1,801,975",0,0
111000024,111/02/18,"112,345,600","133,418,398",47,36,48,16,39,20,35,0,0,"98,051,725",1,39,95,"1,813","2,361","24,803","33,529","2,183,592","60,296","15,912","2,000","1,000",400,400,0,0,0
111000023,111/02/15,"307,385,250","172,135,740",18,42,26,40,23,27,3,0,0,"70,504,862",2,85,246,"5,073","7,379","76,516","95,057","2,794,400","70,808","15,728","2,000","1,000",400,400,0,0,0
111000022,111/02/11,"233,540,200","423,236,952",46,44,24,30,23,42,48,1,"349,295,127",0,2,49,168,"3,654","5,071","52,828","69,886","2,252,832","99,025","18,567","2,000","1,000",400,400,0,0,0
111000021,111/02/10,"198,858,000","363,158,697",41,25,27,44,22,1,3,0,0,"292,454,440",2,66,189,"3,648","4,928","50,024","64,600","3,251,332","56,516","12,687","2,000","1,000",400,400,0,0,0
111000020,111/02/09,"185,438,100","314,266,144",11,35,2,45,7,18,25,0,0,"248,759,199",0,70,197,"3,416","5,038","48,693","64,360",0,"46,754","10,679","2,000","1,000",400,400,"3,039,018",0,0
111000019,111/02/08,"218,520,600","291,662,109",23,33,38,49,29,5,24,0,0,"210,420,808",1,88,192,"3,933","5,252","52,424","70,580","12,015,727","47,768","14,074","2,000","1,000",400,400,0,0,0
111000018,111/02/07,"210,669,600","235,682,107",32,45,18,3,23,40,38,0,0,"161,178,221",0,102,172,"3,985","5,047","48,960","67,719",0,"40,000","15,249","2,000","1,000",400,400,"8,112,352",0,0
111000017,111/02/06,"241,425,450","194,036,023",29,34,12,42,38,24,33,0,0,"113,383,393",0,74,185,"4,389","5,638","57,998","77,660",0,"62,923","16,180","2,000","1,000",400,400,"4,323,738",0,0
111000016,111/02/05,"253,771,750","142,112,180",41,49,4,36,2,13,16,0,0,"58,837,771",1,62,201,"4,277","5,896","59,786","79,986","4,663,969","81,011","16,064","2,000","1,000",400,400,0,0,0
111000015,111/02/04,"316,181,350","292,160,294",18,29,1,38,21,36,16,1,"186,413,117",0,1,92,273,"5,351","7,776","78,714","100,323","5,652,969","66,171","14,335","2,000","1,000",400,400,0,0,0
111000014,111/02/03,"264,235,300","211,307,869",22,9,34,5,36,18,11,0,0,"115,098,738",2,99,285,"5,318","7,613","73,895","92,599","2,051,567","44,633","9,967","2,000","1,000",400,400,0,0,0
111000013,111/02/02,"293,162,050","164,170,748",6,33,11,18,23,41,39,0,0,"63,336,101",2,125,266,"5,492","7,222","71,604","100,210","2,510,272","43,253","13,066","2,000","1,000",400,400,0,0,0
111000012,111/02/01,"321,300,500","319,513,779",25,45,47,8,44,34,24,1,"215,474,760",0,1,109,275,"5,413","7,182","75,092","98,339","6,015,612","59,434","15,144","2,000","1,000",400,400,0,0,0
111000035,111/03/29,"94,675,300","185,420,551",43,16,29,24,27,21,41,1,"154,527,268",0,0,31,67,"1,631","2,005","21,818","30,106",0,"60,926","18,121","2,000","1,000",400,400,"1,753,801",0,0
111000034,111/03/25,"93,328,300","162,466,287",45,47,49,14,22,17,26,0,0,"132,402,383",2,22,57,"1,398","1,791","19,786","26,418","1,818,925","92,893","23,048","2,000","1,000",400,400,0,0,0
111000033,111/03/22,"91,616,950","137,814,985",49,26,36,21,43,7,16,0,0,"108,462,280",0,27,72,"1,453","2,067","21,153","27,749",0,"69,408","16,732","2,000","1,000",400,400,"1,740,159",0,0
111000032,111/03/18,"93,116,000","118,750,291",42,44,26,15,2,21,45,0,0,"86,509,493",1,38,71,"1,706","1,975","20,269","29,993","3,683,884","49,097","16,892","2,000","1,000",400,400,0,0,0
111000031,111/03/15,"95,362,850","93,439,062",47,46,1,33,31,37,36,0,0,"64,653,902",0,38,66,"1,357","1,860","20,459","26,559",0,"55,303","20,469","2,000","1,000",400,400,"1,951,429",0,0
111000030,111/03/11,"96,206,150","77,266,094",4,24,8,15,3,21,29,0,0,"40,035,866",1,50,118,"2,420","2,824","26,231","38,550","1,319,437","28,418","7,741","2,000","1,000",400,400,0,0,0
111000029,111/03/08,"95,331,400","53,385,584",44,19,13,16,14,30,20,0,0,"23,390,650",2,30,76,"1,451","2,116","21,682","27,924","927,068","66,558","16,889","2,000","1,000",400,400,0,0,0
111000028,111/03/04,"100,333,300","135,342,537",1,3,31,30,29,18,26,1,"100,000,000",0,1,45,97,"2,106","2,539","25,625","34,415","1,652,277","39,541","11,792","2,000","1,000",400,400,0,0,0
111000027,111/03/01,"112,393,500","213,650,214",7,19,31,24,45,17,38,1,"171,778,639",0,1,40,116,"2,165","2,645","26,038","37,850","5,844,206","53,217","11,797","2,000","1,000",400,400,0,0,0
111000044,111/04/29,"94,821,050","192,729,985",12,44,25,48,18,14,45,0,0,"162,507,039",0,13,91,"1,447","2,212","21,820","28,418",0,"150,223","13,796","2,000","1,000",400,400,"1,813,408",0,0
111000043,111/04/26,"95,515,250","168,455,319",42,31,49,32,12,43,36,0,0,"139,630,197",1,30,71,"1,393","1,942","20,323","26,385","1,955,027","70,180","19,063","2,000","1,000",400,400,0,0,0
111000042,111/04/22,"94,713,050","148,289,011",28,32,47,49,36,3,16,0,0,"114,966,779",1,26,106,"1,658","2,566","23,728","29,756","3,083,805","69,363","10,937","2,000","1,000",400,400,0,0,0
111000041,111/04/19,"88,335,450","125,531,241",20,18,30,5,41,4,23,0,0,"93,840,539",0,20,74,"1,742","2,374","24,374","30,452",0,"75,878","13,183","2,000","1,000",400,400,"1,409,164",0,0
111000040,111/04/15,"92,363,000","111,341,504",2,30,9,11,14,15,22,0,0,"76,063,389",2,33,105,"2,280","2,755","25,292","35,591","651,790","42,541","8,595","2,000","1,000",400,400,0,0,0
111000039,111/04/12,"91,646,250","89,640,870",18,22,17,40,42,14,37,0,0,"59,618,224",1,37,84,"1,594","2,236","21,756","28,052","1,688,355","49,141","13,915","2,000","1,000",400,400,0,0,0
111000038,111/04/08,"92,704,950","68,705,977",29,10,44,15,31,19,23,0,0,"38,318,970",2,24,65,"1,533","2,207","23,149","27,822","853,234","76,572","18,175","2,000","1,000",400,400,0,0,0
111000037,111/04/05,"84,785,500","47,479,880",27,33,24,31,8,15,13,0,0,"16,791,205",1,39,75,"1,809","2,404","22,896","29,556","1,331,010","36,753","12,286","2,000","1,000",400,400,0,0,0
111000036,111/04/01,"89,828,500","136,244,586",38,20,11,34,3,10,4,1,"100,000,000",0,1,34,111,"1,953","2,752","26,441","34,463","3,007,284","39,703","7,817","2,000","1,000",400,400,0,0,0
111000053,111/05/31,"116,019,750","90,052,701",11,25,28,17,10,27,31,0,0,"47,688,270",3,52,110,"2,600","2,960","30,097","43,008","597,329","37,112","11,278","2,000","1,000",400,400,0,0,0
111000052,111/05/27,"107,127,800","59,991,568",18,4,11,39,46,37,27,0,0,"25,081,641",1,22,96,"1,654","2,451","27,399","31,714","1,988,178","97,323","14,337","2,000","1,000",400,400,0,0,0
111000051,111/05/24,"115,387,250","137,761,483",24,19,45,35,46,4,2,1,"100,000,000",0,2,47,107,"1,861","2,856","28,552","34,669","1,064,389","48,777","13,773","2,000","1,000",400,400,0,0,0
111000050,111/05/20,"122,914,350","68,832,036",12,5,22,8,49,42,46,0,0,"26,539,657",2,49,88,"2,478","2,637","27,548","44,636","1,051,876","46,236","16,550","2,000","1,000",400,400,0,0,0
111000049,111/05/17,"129,144,200","326,941,681",37,9,28,22,29,34,36,1,"281,506,513",0,2,39,107,"2,338","3,001","30,538","43,118","2,124,955","63,146","14,795","2,000","1,000",400,400,0,0,0
111000048,111/05/13,"103,214,850","285,692,550",36,24,37,10,48,27,29,0,0,"252,657,805",0,30,80,"1,624","2,338","23,961","31,070",0,"70,471","16,988","2,000","1,000",400,400,"1,963,124",0,0
111000047,111/05/10,"103,455,050","263,566,664",11,48,2,32,24,20,27,0,0,"227,892,234",1,39,96,"1,834","2,612","26,897","34,373","1,764,543","48,725","12,725","2,000","1,000",400,400,0,0,0
111000046,111/05/06,"102,703,600","239,741,399",49,1,5,28,45,19,29,0,0,"205,631,836",3,33,88,"1,768","2,488","24,820","32,550","618,410","60,543","14,595","2,000","1,000",400,400,0,0,0
111000045,111/05/03,"93,692,500","216,788,247",23,14,21,19,18,16,3,0,0,"182,227,383",3,47,95,"1,711","2,485","26,501","29,778","1,125,535","35,817","11,391","2,000","1,000",400,400,0,0,0
111000061,111/06/28,"81,713,700","127,345,002",21,25,41,45,42,24,34,1,"100,000,000",0,0,30,69,"1,280","1,715","17,316","24,097",0,"58,145","16,251","2,000","1,000",400,400,"3,639,062",0,0
111000060,111/06/24,"109,375,200","61,250,112",29,40,43,3,26,18,13,0,0,"25,474,211",0,34,93,"1,839","2,478","26,350","33,720",0,"63,959","15,031","2,000","1,000",400,400,"2,019,297",0,0
111000059,111/06/21,"106,286,300","156,652,656",20,34,14,41,3,44,43,1,"123,274,688",0,3,33,100,"1,738","2,311","23,036","31,595","690,753","67,626","14,346","2,000","1,000",400,400,0,0,0
111000058,111/06/17,"105,688,750","131,222,174",46,28,30,7,47,11,48,0,0,"97,132,328",2,28,94,"1,795","2,325","22,906","33,759","994,652","76,511","14,651","2,000","1,000",400,400,0,0,0
111000057,111/06/14,"107,659,950","110,128,172",29,3,9,47,28,20,35,0,0,"72,036,474",3,33,90,"1,912","2,622","25,602","35,958","1,220,482","61,980","14,609","2,000","1,000",400,400,0,0,0
111000056,111/06/10,"110,257,850","87,590,297",5,38,10,13,28,29,34,0,0,"48,076,425",0,46,103,"2,396","2,666","27,036","40,904",0,"41,254","11,844","2,000","1,000",400,400,"1,762,175",0,0
111000055,111/06/07,"107,003,200","62,564,499",31,19,4,18,17,44,46,0,0,"25,845,901",1,47,88,"1,784","2,280","22,788","33,598","4,691,467","46,943","16,117","2,000","1,000",400,400,0,0,0
111000054,111/06/03,"132,132,200","140,655,266",48,42,43,4,39,11,44,1,"100,000,000",0,0,35,77,"2,023","2,669","28,582","37,973",0,"81,314","23,760","2,000","1,000",400,400,"2,642,707",0,0
111000070,111/07/29,"98,051,500","210,353,143",37,12,21,18,19,33,15,0,0,"176,007,803",0,33,83,"1,991","2,475","23,939","34,497",0,"53,194","13,596","2,000","1,000",400,400,"1,630,033",0,0
111000069,111/07/26,"94,748,400","189,282,353",10,27,39,17,29,12,47,0,0,"155,444,303",1,49,65,"1,955","2,132","20,586","33,914","3,096,082","36,024","17,457","2,000","1,000",400,400,0,0,0
111000068,111/07/22,"92,519,900","168,197,168",12,30,38,24,11,33,31,0,0,"134,766,278",0,24,91,"1,871","2,261","23,636","34,847",0,"65,376","11,084","2,000","1,000",400,400,"1,456,971",0,0
111000067,111/07/19,"87,714,050","146,004,834",41,40,9,29,16,23,43,0,0,"116,386,024",2,24,59,"1,563","1,895","18,473","27,141","1,689,541","75,405","19,718","2,000","1,000",400,400,0,0,0
111000066,111/07/15,"86,214,350","122,037,620",14,41,15,49,27,43,39,0,0,"95,186,345",0,23,56,"1,299","1,825","19,289","25,022",0,"79,534","20,999","2,000","1,000",400,400,"1,698,621",0,0
111000065,111/07/12,"86,204,400","106,951,974",17,14,7,20,29,45,30,0,0,"73,757,584",2,39,94,"1,757","2,161","21,599","30,152","2,150,298","39,306","10,483","2,000","1,000",400,400,0,0,0
111000064,111/07/08,"84,913,150","86,712,179",35,5,9,15,44,40,10,0,0,"55,800,352",0,32,65,"1,472","2,251","23,014","27,745",0,"48,240","15,267","2,000","1,000",400,400,"2,877,158",0,0
111000063,111/07/05,"81,193,250","64,972,106",45,26,47,8,38,3,35,0,0,"37,717,086",0,38,76,"1,457","2,019","19,027","26,783",0,"40,915","13,151","2,000","1,000",400,400,"1,443,729",0,0
111000062,111/07/01,"81,550,050","49,307,090",43,29,20,34,14,32,2,0,0,"19,503,886",1,30,67,"1,326","1,818","19,221","24,311","5,185,101","55,498","15,975","2,000","1,000",400,400,0,0,0
111000079,111/08/30,"123,737,050","160,921,459",16,8,5,27,45,35,37,0,0,"116,427,436",0,43,124,"2,636","2,980","30,505","46,491",0,"49,231","10,975","2,000","1,000",400,400,"1,965,752",0,0
